action_in_proj.bias	shape=(1024,)	dtype=torch.bfloat16	numel=1024
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.20.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.21.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.22.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.23.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.24.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.25.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.26.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
